(R, 1)[0] => [[1, 0], [0, 0]]
(R, 7)[0] => [[129, -134], [128, -134]]
(R, 7)[0] => [[130, -134], [129, -134]]
(R, 7)[0] => [[131, -134], [130, -134]]
(U, 1)[0] => [[131, -133], [130, -134]]
(D, 4)[0] => [[131, -134], [130, -134]]
(D, 4)[0] => [[131, -135], [130, -134]]
(D, 4)[0] => [[131, -136], [131, -135]]
(D, 4)[0] => [[131, -137], [131, -136]]
(L, 4)[0] => [[130, -137], [131, -136]]
(L, 4)[0] => [[129, -137], [130, -137]]
(L, 4)[0] => [[128, -137], [129, -137]]
(L, 4)[0] => [[127, -137], [128, -137]]
(U, 2)[0] => [[127, -136], [128, -137]]
(U, 2)[0] => [[127, -135], [127, -136]]
(R, 6)[0] => [[128, -135], [127, -136]]
(R, 6)[0] => [[129, -135], [128, -135]]
(R, 6)[0] => [[130, -135], [129, -135]]
(R, 6)[0] => [[131, -135], [130, -135]]
(R, 6)[0] => [[132, -135], [131, -135]]
(R, 6)[0] => [[133, -135], [132, -135]]
(D, 5)[0] => [[133, -136], [132, -135]]
(D, 5)[0] => [[133, -137], [133, -136]]
(D, 5)[0] => [[133, -138], [133, -137]]
(D, 5)[0] => [[133, -139], [133, -138]]
(D, 5)[0] => [[133, -140], [133, -139]]
(R, 4)[0] => [[134, -140], [133, -139]]
(R, 4)[0] => [[135, -140], [134, -140]]
(R, 4)[0] => [[136, -140], [135, -140]]
(R, 4)[0] => [[137, -140], [136, -140]]
(L, 2)[0] => [[136, -140], [136, -140]]
(L, 2)[0] => [[135, -140], [136, -140]]
(U, 6)[0] => [[135, -139], [136, -140]]
(U, 6)[0] => [[135, -138], [135, -139]]
(U, 6)[0] => [[135, -137], [135, -138]]
(U, 6)[0] => [[135, -136], [135, -137]]
(U, 6)[0] => [[135, -135], [135, -136]]
(U, 6)[0] => [[135, -134], [135, -135]]
(D, 7)[0] => [[135, -135], [135, -135]]
(D, 7)[0] => [[135, -136], [135, -135]]
(D, 7)[0] => [[135, -137], [135, -136]]
(D, 7)[0] => [[135, -138], [135, -137]]
(D, 7)[0] => [[135, -139], [135, -138]]
(D, 7)[0] => [[135, -140], [135, -139]]
(D, 7)[0] => [[135, -141], [135, -140]]
(R, 8)[0] => [[136, -141], [135, -140]]
(R, 8)[0] => [[137, -141], [136, -141]]
(R, 8)[0] => [[138, -141], [137, -141]]
(R, 8)[0] => [[139, -141], [138, -141]]
(R, 8)[0] => [[140, -141], [139, -141]]
(R, 8)[0] => [[141, -141], [140, -141]]
(R, 8)[0] => [[142, -141], [141, -141]]
(R, 8)[0] => [[143, -141], [142, -141]]
(L, 3)[0] => [[142, -141], [142, -141]]
(L, 3)[0] => [[141, -141], [142, -141]]
(L, 3)[0] => [[140, -141], [141, -141]]
(R, 10)[0] => [[141, -141], [141, -141]]
(R, 10)[0] => [[142, -141], [141, -141]]
(R, 10)[0] => [[143, -141], [142, -141]]
(R, 10)[0] => [[144, -141], [143, -141]]
(R, 10)[0] => [[145, -141], [144, -141]]
(R, 10)[0] => [[146, -141], [145, -141]]
(R, 10)[0] => [[147, -141], [146, -141]]
(R, 10)[0] => [[148, -141], [147, -141]]
(R, 10)[0] => [[149, -141], [148, -141]]
(R, 10)[0] => [[150, -141], [149, -141]]
(U, 9)[0] => [[150, -140], [149, -141]]
(U, 9)[0] => [[150, -139], [150, -140]]
(U, 9)[0] => [[150, -138], [150, -139]]
(U, 9)[0] => [[150, -137], [150, -138]]
(U, 9)[0] => [[150, -136], [150, -137]]
(U, 9)[0] => [[150, -135], [150, -136]]
(U, 9)[0] => [[150, -134], [150, -135]]
(U, 9)[0] => [[150, -133], [150, -134]]
(U, 9)[0] => [[150, -132], [150, -133]]
(L, 6)[0] => [[149, -132], [150, -133]]
(L, 6)[0] => [[148, -132], [149, -132]]
(L, 6)[0] => [[147, -132], [148, -132]]
(L, 6)[0] => [[146, -132], [147, -132]]
(L, 6)[0] => [[145, -132], [146, -132]]
(L, 6)[0] => [[144, -132], [145, -132]]
(U, 4)[0] => [[144, -131], [145, -132]]
(U, 4)[0] => [[144, -130], [144, -131]]
(U, 4)[0] => [[144, -129], [144, -130]]
(U, 4)[0] => [[144, -128], [144, -129]]
(L, 3)[0] => [[143, -128], [144, -129]]
(L, 3)[0] => [[142, -128], [143, -128]]
(L, 3)[0] => [[141, -128], [142, -128]]
(U, 3)[0] => [[141, -127], [142, -128]]
(U, 3)[0] => [[141, -126], [141, -127]]
(U, 3)[0] => [[141, -125], [141, -126]]
(L, 1)[0] => [[140, -125], [141, -126]]
(U, 2)[0] => [[140, -124], [140, -125]]
(U, 2)[0] => [[140, -123], [140, -124]]
(R, 11)[0] => [[141, -123], [140, -124]]
(R, 11)[0] => [[142, -123], [141, -123]]
(R, 11)[0] => [[143, -123], [142, -123]]
(R, 11)[0] => [[144, -123], [143, -123]]
(R, 11)[0] => [[145, -123], [144, -123]]
(R, 11)[0] => [[146, -123], [145, -123]]
(R, 11)[0] => [[147, -123], [146, -123]]
(R, 11)[0] => [[148, -123], [147, -123]]
(R, 11)[0] => [[149, -123], [148, -123]]
(R, 11)[0] => [[150, -123], [149, -123]]
(R, 11)[0] => [[151, -123], [150, -123]]
(D, 5)[0] => [[151, -124], [150, -123]]
(D, 5)[0] => [[151, -125], [151, -124]]
(D, 5)[0] => [[151, -126], [151, -125]]
(D, 5)[0] => [[151, -127], [151, -126]]
(D, 5)[0] => [[151, -128], [151, -127]]
(R, 10)[0] => [[152, -128], [151, -127]]
(R, 10)[0] => [[153, -128], [152, -128]]
(R, 10)[0] => [[154, -128], [153, -128]]
(R, 10)[0] => [[155, -128], [154, -128]]
(R, 10)[0] => [[156, -128], [155, -128]]
(R, 10)[0] => [[157, -128], [156, -128]]
(R, 10)[0] => [[158, -128], [157, -128]]
(R, 10)[0] => [[159, -128], [158, -128]]
(R, 10)[0] => [[160, -128], [159, -128]]
(R, 10)[0] => [[161, -128], [160, -128]]
(U, 9)[0] => [[161, -127], [160, -128]]
(U, 9)[0] => [[161, -126], [161, -127]]
(U, 9)[0] => [[161, -125], [161, -126]]
(U, 9)[0] => [[161, -124], [161, -125]]
(U, 9)[0] => [[161, -123], [161, -124]]
(U, 9)[0] => [[161, -122], [161, -123]]
(U, 9)[0] => [[161, -121], [161, -122]]
(U, 9)[0] => [[161, -120], [161, -121]]
(U, 9)[0] => [[161, -119], [161, -120]]
(D, 11)[0] => [[161, -120], [161, -120]]
(D, 11)[0] => [[161, -121], [161, -120]]
(D, 11)[0] => [[161, -122], [161, -121]]
(D, 11)[0] => [[161, -123], [161, -122]]
(D, 11)[0] => [[161, -124], [161, -123]]
(D, 11)[0] => [[161, -125], [161, -124]]
(D, 11)[0] => [[161, -126], [161, -125]]
(D, 11)[0] => [[161, -127], [161, -126]]
(D, 11)[0] => [[161, -128], [161, -127]]
(D, 11)[0] => [[161, -129], [161, -128]]
(D, 11)[0] => [[161, -130], [161, -129]]
(L, 3)[0] => [[160, -130], [161, -129]]
(L, 3)[0] => [[159, -130], [160, -130]]
(L, 3)[0] => [[158, -130], [159, -130]]
(U, 5)[0] => [[158, -129], [159, -130]]
(U, 5)[0] => [[158, -128], [158, -129]]
(U, 5)[0] => [[158, -127], [158, -128]]
(U, 5)[0] => [[158, -126], [158, -127]]
(U, 5)[0] => [[158, -125], [158, -126]]
(D, 9)[0] => [[158, -126], [158, -126]]
(D, 9)[0] => [[158, -127], [158, -126]]
(D, 9)[0] => [[158, -128], [158, -127]]
(D, 9)[0] => [[158, -129], [158, -128]]
(D, 9)[0] => [[158, -130], [158, -129]]
(D, 9)[0] => [[158, -131], [158, -130]]
(D, 9)[0] => [[158, -132], [158, -131]]
(D, 9)[0] => [[158, -133], [158, -132]]
(D, 9)[0] => [[158, -134], [158, -133]]
(U, 7)[0] => [[158, -133], [158, -133]]
(U, 7)[0] => [[158, -132], [158, -133]]
(U, 7)[0] => [[158, -131], [158, -132]]
(U, 7)[0] => [[158, -130], [158, -131]]
(U, 7)[0] => [[158, -129], [158, -130]]
(U, 7)[0] => [[158, -128], [158, -129]]
(U, 7)[0] => [[158, -127], [158, -128]]
(D, 9)[0] => [[158, -128], [158, -128]]
(D, 9)[0] => [[158, -129], [158, -128]]
(D, 9)[0] => [[158, -130], [158, -129]]
(D, 9)[0] => [[158, -131], [158, -130]]
(D, 9)[0] => [[158, -132], [158, -131]]
(D, 9)[0] => [[158, -133], [158, -132]]
(D, 9)[0] => [[158, -134], [158, -133]]
(D, 9)[0] => [[158, -135], [158, -134]]
(D, 9)[0] => [[158, -136], [158, -135]]
(L, 6)[0] => [[157, -136], [158, -135]]
(L, 6)[0] => [[156, -136], [157, -136]]
(L, 6)[0] => [[155, -136], [156, -136]]
(L, 6)[0] => [[154, -136], [155, -136]]
(L, 6)[0] => [[153, -136], [154, -136]]
(L, 6)[0] => [[152, -136], [153, -136]]
(R, 6)[0] => [[153, -136], [153, -136]]
(R, 6)[0] => [[154, -136], [153, -136]]
(R, 6)[0] => [[155, -136], [154, -136]]
(R, 6)[0] => [[156, -136], [155, -136]]
(R, 6)[0] => [[157, -136], [156, -136]]
(R, 6)[0] => [[158, -136], [157, -136]]
(D, 4)[0] => [[158, -137], [157, -136]]
(D, 4)[0] => [[158, -138], [158, -137]]
(D, 4)[0] => [[158, -139], [158, -138]]
(D, 4)[0] => [[158, -140], [158, -139]]
(L, 9)[0] => [[157, -140], [158, -139]]
(L, 9)[0] => [[156, -140], [157, -140]]
(L, 9)[0] => [[155, -140], [156, -140]]
(L, 9)[0] => [[154, -140], [155, -140]]
(L, 9)[0] => [[153, -140], [154, -140]]
(L, 9)[0] => [[152, -140], [153, -140]]
(L, 9)[0] => [[151, -140], [152, -140]]
(L, 9)[0] => [[150, -140], [151, -140]]
(L, 9)[0] => [[149, -140], [150, -140]]
(D, 3)[0] => [[149, -141], [150, -140]]
(D, 3)[0] => [[149, -142], [149, -141]]
(D, 3)[0] => [[149, -143], [149, -142]]
(U, 7)[0] => [[149, -142], [149, -142]]
(U, 7)[0] => [[149, -141], [149, -142]]
(U, 7)[0] => [[149, -140], [149, -141]]
(U, 7)[0] => [[149, -139], [149, -140]]
(U, 7)[0] => [[149, -138], [149, -139]]
(U, 7)[0] => [[149, -137], [149, -138]]
(U, 7)[0] => [[149, -136], [149, -137]]
(D, 6)[0] => [[149, -137], [149, -137]]
(D, 6)[0] => [[149, -138], [149, -137]]
(D, 6)[0] => [[149, -139], [149, -138]]
(D, 6)[0] => [[149, -140], [149, -139]]
(D, 6)[0] => [[149, -141], [149, -140]]
(D, 6)[0] => [[149, -142], [149, -141]]
(R, 7)[0] => [[150, -142], [149, -141]]
(R, 7)[0] => [[151, -142], [150, -142]]
(R, 7)[0] => [[152, -142], [151, -142]]
(R, 7)[0] => [[153, -142], [152, -142]]
(R, 7)[0] => [[154, -142], [153, -142]]
(R, 7)[0] => [[155, -142], [154, -142]]
(R, 7)[0] => [[156, -142], [155, -142]]
(U, 6)[0] => [[156, -141], [155, -142]]
(U, 6)[0] => [[156, -140], [156, -141]]
(U, 6)[0] => [[156, -139], [156, -140]]
(U, 6)[0] => [[156, -138], [156, -139]]
(U, 6)[0] => [[156, -137], [156, -138]]
(U, 6)[0] => [[156, -136], [156, -137]]
(L, 2)[0] => [[155, -136], [156, -137]]
(L, 2)[0] => [[154, -136], [155, -136]]
(U, 1)[0] => [[154, -135], [155, -136]]
(R, 7)[0] => [[155, -135], [155, -136]]
(R, 7)[0] => [[156, -135], [155, -136]]
(R, 7)[0] => [[157, -135], [156, -135]]
(R, 7)[0] => [[158, -135], [157, -135]]
(R, 7)[0] => [[159, -135], [158, -135]]
(R, 7)[0] => [[160, -135], [159, -135]]
(R, 7)[0] => [[161, -135], [160, -135]]
(U, 10)[0] => [[161, -134], [160, -135]]
(U, 10)[0] => [[161, -133], [161, -134]]
(U, 10)[0] => [[161, -132], [161, -133]]
(U, 10)[0] => [[161, -131], [161, -132]]
(U, 10)[0] => [[161, -130], [161, -131]]
(U, 10)[0] => [[161, -129], [161, -130]]
(U, 10)[0] => [[161, -128], [161, -129]]
(U, 10)[0] => [[161, -127], [161, -128]]
(U, 10)[0] => [[161, -126], [161, -127]]
(U, 10)[0] => [[161, -125], [161, -126]]
(L, 9)[0] => [[160, -125], [161, -126]]
(L, 9)[0] => [[159, -125], [160, -125]]
(L, 9)[0] => [[158, -125], [159, -125]]
(L, 9)[0] => [[157, -125], [158, -125]]
(L, 9)[0] => [[156, -125], [157, -125]]
(L, 9)[0] => [[155, -125], [156, -125]]
(L, 9)[0] => [[154, -125], [155, -125]]
(L, 9)[0] => [[153, -125], [154, -125]]
(L, 9)[0] => [[152, -125], [153, -125]]
(U, 3)[0] => [[152, -124], [153, -125]]
(U, 3)[0] => [[152, -123], [152, -124]]
(U, 3)[0] => [[152, -122], [152, -123]]
(R, 3)[0] => [[153, -122], [152, -123]]
(R, 3)[0] => [[154, -122], [153, -122]]
(R, 3)[0] => [[155, -122], [154, -122]]
(U, 6)[0] => [[155, -121], [154, -122]]
(U, 6)[0] => [[155, -120], [155, -121]]
(U, 6)[0] => [[155, -119], [155, -120]]
(U, 6)[0] => [[155, -118], [155, -119]]
(U, 6)[0] => [[155, -117], [155, -118]]
(U, 6)[0] => [[155, -116], [155, -117]]
(L, 8)[0] => [[154, -116], [155, -117]]
(L, 8)[0] => [[153, -116], [154, -116]]
(L, 8)[0] => [[152, -116], [153, -116]]
(L, 8)[0] => [[151, -116], [152, -116]]
(L, 8)[0] => [[150, -116], [151, -116]]
(L, 8)[0] => [[149, -116], [150, -116]]
(L, 8)[0] => [[148, -116], [149, -116]]
(L, 8)[0] => [[147, -116], [148, -116]]
(R, 10)[0] => [[148, -116], [148, -116]]
(R, 10)[0] => [[149, -116], [148, -116]]
(R, 10)[0] => [[150, -116], [149, -116]]
(R, 10)[0] => [[151, -116], [150, -116]]
(R, 10)[0] => [[152, -116], [151, -116]]
(R, 10)[0] => [[153, -116], [152, -116]]
(R, 10)[0] => [[154, -116], [153, -116]]
(R, 10)[0] => [[155, -116], [154, -116]]
(R, 10)[0] => [[156, -116], [155, -116]]
(R, 10)[0] => [[157, -116], [156, -116]]
(L, 3)[0] => [[156, -116], [156, -116]]
(L, 3)[0] => [[155, -116], [156, -116]]
(L, 3)[0] => [[154, -116], [155, -116]]
(R, 2)[0] => [[155, -116], [155, -116]]
(R, 2)[0] => [[156, -116], [155, -116]]
(D, 4)[0] => [[156, -117], [155, -116]]
(D, 4)[0] => [[156, -118], [156, -117]]
(D, 4)[0] => [[156, -119], [156, -118]]
(D, 4)[0] => [[156, -120], [156, -119]]
(L, 8)[0] => [[155, -120], [156, -119]]
(L, 8)[0] => [[154, -120], [155, -120]]
(L, 8)[0] => [[153, -120], [154, -120]]
(L, 8)[0] => [[152, -120], [153, -120]]
(L, 8)[0] => [[151, -120], [152, -120]]
(L, 8)[0] => [[150, -120], [151, -120]]
(L, 8)[0] => [[149, -120], [150, -120]]
(L, 8)[0] => [[148, -120], [149, -120]]
(U, 11)[0] => [[148, -119], [149, -120]]
(U, 11)[0] => [[148, -118], [148, -119]]
(U, 11)[0] => [[148, -117], [148, -118]]
(U, 11)[0] => [[148, -116], [148, -117]]
(U, 11)[0] => [[148, -115], [148, -116]]
(U, 11)[0] => [[148, -114], [148, -115]]
(U, 11)[0] => [[148, -113], [148, -114]]
(U, 11)[0] => [[148, -112], [148, -113]]
(U, 11)[0] => [[148, -111], [148, -112]]
(U, 11)[0] => [[148, -110], [148, -111]]
(U, 11)[0] => [[148, -109], [148, -110]]
(D, 1)[0] => [[148, -110], [148, -110]]
(R, 11)[0] => [[149, -110], [148, -110]]
(R, 11)[0] => [[150, -110], [149, -110]]
(R, 11)[0] => [[151, -110], [150, -110]]
(R, 11)[0] => [[152, -110], [151, -110]]
(R, 11)[0] => [[153, -110], [152, -110]]
(R, 11)[0] => [[154, -110], [153, -110]]
(R, 11)[0] => [[155, -110], [154, -110]]
(R, 11)[0] => [[156, -110], [155, -110]]
(R, 11)[0] => [[157, -110], [156, -110]]
(R, 11)[0] => [[158, -110], [157, -110]]
(R, 11)[0] => [[159, -110], [158, -110]]
(U, 4)[0] => [[159, -109], [158, -110]]
(U, 4)[0] => [[159, -108], [159, -109]]
(U, 4)[0] => [[159, -107], [159, -108]]
(U, 4)[0] => [[159, -106], [159, -107]]
(R, 10)[0] => [[160, -106], [159, -107]]
(R, 10)[0] => [[161, -106], [160, -106]]
(R, 10)[0] => [[162, -106], [161, -106]]
(R, 10)[0] => [[163, -106], [162, -106]]
(R, 10)[0] => [[164, -106], [163, -106]]
(R, 10)[0] => [[165, -106], [164, -106]]
(R, 10)[0] => [[166, -106], [165, -106]]
(R, 10)[0] => [[167, -106], [166, -106]]
(R, 10)[0] => [[168, -106], [167, -106]]
(R, 10)[0] => [[169, -106], [168, -106]]
(L, 8)[0] => [[168, -106], [168, -106]]
(L, 8)[0] => [[167, -106], [168, -106]]
(L, 8)[0] => [[166, -106], [167, -106]]
(L, 8)[0] => [[165, -106], [166, -106]]
(L, 8)[0] => [[164, -106], [165, -106]]
(L, 8)[0] => [[163, -106], [164, -106]]
(L, 8)[0] => [[162, -106], [163, -106]]
(L, 8)[0] => [[161, -106], [162, -106]]
(U, 8)[0] => [[161, -105], [162, -106]]
(U, 8)[0] => [[161, -104], [161, -105]]
(U, 8)[0] => [[161, -103], [161, -104]]
(U, 8)[0] => [[161, -102], [161, -103]]
(U, 8)[0] => [[161, -101], [161, -102]]
(U, 8)[0] => [[161, -100], [161, -101]]
(U, 8)[0] => [[161, -99], [161, -100]]
(U, 8)[0] => [[161, -98], [161, -99]]
(L, 9)[0] => [[160, -98], [161, -99]]
(L, 9)[0] => [[159, -98], [160, -98]]
(L, 9)[0] => [[158, -98], [159, -98]]
(L, 9)[0] => [[157, -98], [158, -98]]
(L, 9)[0] => [[156, -98], [157, -98]]
(L, 9)[0] => [[155, -98], [156, -98]]
(L, 9)[0] => [[154, -98], [155, -98]]
(L, 9)[0] => [[153, -98], [154, -98]]
(L, 9)[0] => [[152, -98], [153, -98]]
(R, 3)[0] => [[153, -98], [153, -98]]
(R, 3)[0] => [[154, -98], [153, -98]]
(R, 3)[0] => [[155, -98], [154, -98]]
(D, 4)[0] => [[155, -99], [154, -98]]
(D, 4)[0] => [[155, -100], [155, -99]]
(D, 4)[0] => [[155, -101], [155, -100]]
(D, 4)[0] => [[155, -102], [155, -101]]
(U, 2)[0] => [[155, -101], [155, -101]]
(U, 2)[0] => [[155, -100], [155, -101]]
(R, 1)[0] => [[156, -100], [155, -101]]
(D, 8)[0] => [[156, -101], [155, -101]]
(D, 8)[0] => [[156, -102], [155, -101]]
(D, 8)[0] => [[156, -103], [156, -102]]
(D, 8)[0] => [[156, -104], [156, -103]]
(D, 8)[0] => [[156, -105], [156, -104]]
(D, 8)[0] => [[156, -106], [156, -105]]
(D, 8)[0] => [[156, -107], [156, -106]]
(D, 8)[0] => [[156, -108], [156, -107]]
(L, 7)[0] => [[155, -108], [156, -107]]
(L, 7)[0] => [[154, -108], [155, -108]]
(L, 7)[0] => [[153, -108], [154, -108]]
(L, 7)[0] => [[152, -108], [153, -108]]
(L, 7)[0] => [[151, -108], [152, -108]]
(L, 7)[0] => [[150, -108], [151, -108]]
(L, 7)[0] => [[149, -108], [150, -108]]
(R, 8)[0] => [[150, -108], [150, -108]]
(R, 8)[0] => [[151, -108], [150, -108]]
(R, 8)[0] => [[152, -108], [151, -108]]
(R, 8)[0] => [[153, -108], [152, -108]]
(R, 8)[0] => [[154, -108], [153, -108]]
(R, 8)[0] => [[155, -108], [154, -108]]
(R, 8)[0] => [[156, -108], [155, -108]]
(R, 8)[0] => [[157, -108], [156, -108]]
(U, 2)[0] => [[157, -107], [156, -108]]
(U, 2)[0] => [[157, -106], [157, -107]]
(R, 1)[0] => [[158, -106], [157, -107]]
(D, 1)[0] => [[158, -107], [157, -107]]
(U, 5)[0] => [[158, -106], [157, -107]]
(U, 5)[0] => [[158, -105], [158, -106]]
(U, 5)[0] => [[158, -104], [158, -105]]
(U, 5)[0] => [[158, -103], [158, -104]]
(U, 5)[0] => [[158, -102], [158, -103]]
(R, 2)[0] => [[159, -102], [158, -103]]
(R, 2)[0] => [[160, -102], [159, -102]]
(D, 7)[0] => [[160, -103], [159, -102]]
(D, 7)[0] => [[160, -104], [160, -103]]
(D, 7)[0] => [[160, -105], [160, -104]]
(D, 7)[0] => [[160, -106], [160, -105]]
(D, 7)[0] => [[160, -107], [160, -106]]
(D, 7)[0] => [[160, -108], [160, -107]]
(D, 7)[0] => [[160, -109], [160, -108]]
(R, 8)[0] => [[161, -109], [160, -108]]
(R, 8)[0] => [[162, -109], [161, -109]]
(R, 8)[0] => [[163, -109], [162, -109]]
(R, 8)[0] => [[164, -109], [163, -109]]
(R, 8)[0] => [[165, -109], [164, -109]]
(R, 8)[0] => [[166, -109], [165, -109]]
(R, 8)[0] => [[167, -109], [166, -109]]
(R, 8)[0] => [[168, -109], [167, -109]]
(D, 6)[0] => [[168, -110], [167, -109]]
(D, 6)[0] => [[168, -111], [168, -110]]
(D, 6)[0] => [[168, -112], [168, -111]]
(D, 6)[0] => [[168, -113], [168, -112]]
(D, 6)[0] => [[168, -114], [168, -113]]
(D, 6)[0] => [[168, -115], [168, -114]]
(L, 5)[0] => [[167, -115], [168, -114]]
(L, 5)[0] => [[166, -115], [167, -115]]
(L, 5)[0] => [[165, -115], [166, -115]]
(L, 5)[0] => [[164, -115], [165, -115]]
(L, 5)[0] => [[163, -115], [164, -115]]
(U, 10)[0] => [[163, -114], [164, -115]]
(U, 10)[0] => [[163, -113], [163, -114]]
(U, 10)[0] => [[163, -112], [163, -113]]
(U, 10)[0] => [[163, -111], [163, -112]]
(U, 10)[0] => [[163, -110], [163, -111]]
(U, 10)[0] => [[163, -109], [163, -110]]
(U, 10)[0] => [[163, -108], [163, -109]]
(U, 10)[0] => [[163, -107], [163, -108]]
(U, 10)[0] => [[163, -106], [163, -107]]
(U, 10)[0] => [[163, -105], [163, -106]]
(R, 5)[0] => [[164, -105], [163, -106]]
(R, 5)[0] => [[165, -105], [164, -105]]
(R, 5)[0] => [[166, -105], [165, -105]]
(R, 5)[0] => [[167, -105], [166, -105]]
(R, 5)[0] => [[168, -105], [167, -105]]
(D, 2)[0] => [[168, -106], [167, -105]]
(D, 2)[0] => [[168, -107], [168, -106]]
(L, 7)[0] => [[167, -107], [168, -106]]
(L, 7)[0] => [[166, -107], [167, -107]]
(L, 7)[0] => [[165, -107], [166, -107]]
(L, 7)[0] => [[164, -107], [165, -107]]
(L, 7)[0] => [[163, -107], [164, -107]]
(L, 7)[0] => [[162, -107], [163, -107]]
(L, 7)[0] => [[161, -107], [162, -107]]
(R, 5)[0] => [[162, -107], [162, -107]]
(R, 5)[0] => [[163, -107], [162, -107]]
(R, 5)[0] => [[164, -107], [163, -107]]
(R, 5)[0] => [[165, -107], [164, -107]]
(R, 5)[0] => [[166, -107], [165, -107]]
(U, 2)[0] => [[166, -106], [165, -107]]
(U, 2)[0] => [[166, -105], [166, -106]]
(L, 6)[0] => [[165, -105], [166, -106]]
(L, 6)[0] => [[164, -105], [165, -105]]
(L, 6)[0] => [[163, -105], [164, -105]]
(L, 6)[0] => [[162, -105], [163, -105]]
(L, 6)[0] => [[161, -105], [162, -105]]
(L, 6)[0] => [[160, -105], [161, -105]]
(R, 10)[0] => [[161, -105], [161, -105]]
(R, 10)[0] => [[162, -105], [161, -105]]
(R, 10)[0] => [[163, -105], [162, -105]]
(R, 10)[0] => [[164, -105], [163, -105]]
(R, 10)[0] => [[165, -105], [164, -105]]
(R, 10)[0] => [[166, -105], [165, -105]]
(R, 10)[0] => [[167, -105], [166, -105]]
(R, 10)[0] => [[168, -105], [167, -105]]
(R, 10)[0] => [[169, -105], [168, -105]]
(R, 10)[0] => [[170, -105], [169, -105]]
(L, 4)[0] => [[169, -105], [169, -105]]
(L, 4)[0] => [[168, -105], [169, -105]]
(L, 4)[0] => [[167, -105], [168, -105]]
(L, 4)[0] => [[166, -105], [167, -105]]
(R, 7)[0] => [[167, -105], [167, -105]]
(R, 7)[0] => [[168, -105], [167, -105]]
(R, 7)[0] => [[169, -105], [168, -105]]
(R, 7)[0] => [[170, -105], [169, -105]]
(R, 7)[0] => [[171, -105], [170, -105]]
(R, 7)[0] => [[172, -105], [171, -105]]
(R, 7)[0] => [[173, -105], [172, -105]]
(L, 8)[0] => [[172, -105], [172, -105]]
(L, 8)[0] => [[171, -105], [172, -105]]
(L, 8)[0] => [[170, -105], [171, -105]]
(L, 8)[0] => [[169, -105], [170, -105]]
(L, 8)[0] => [[168, -105], [169, -105]]
(L, 8)[0] => [[167, -105], [168, -105]]
(L, 8)[0] => [[166, -105], [167, -105]]
(L, 8)[0] => [[165, -105], [166, -105]]
(R, 1)[0] => [[166, -105], [166, -105]]
(D, 3)[0] => [[166, -106], [166, -105]]
(D, 3)[0] => [[166, -107], [166, -106]]
(D, 3)[0] => [[166, -108], [166, -107]]
(U, 9)[0] => [[166, -107], [166, -107]]
(U, 9)[0] => [[166, -106], [166, -107]]
(U, 9)[0] => [[166, -105], [166, -106]]
(U, 9)[0] => [[166, -104], [166, -105]]
(U, 9)[0] => [[166, -103], [166, -104]]
(U, 9)[0] => [[166, -102], [166, -103]]
(U, 9)[0] => [[166, -101], [166, -102]]
(U, 9)[0] => [[166, -100], [166, -101]]
(U, 9)[0] => [[166, -99], [166, -100]]
(D, 6)[0] => [[166, -100], [166, -100]]
(D, 6)[0] => [[166, -101], [166, -100]]
(D, 6)[0] => [[166, -102], [166, -101]]
(D, 6)[0] => [[166, -103], [166, -102]]
(D, 6)[0] => [[166, -104], [166, -103]]
(D, 6)[0] => [[166, -105], [166, -104]]
(U, 7)[0] => [[166, -104], [166, -104]]
(U, 7)[0] => [[166, -103], [166, -104]]
(U, 7)[0] => [[166, -102], [166, -103]]
(U, 7)[0] => [[166, -101], [166, -102]]
(U, 7)[0] => [[166, -100], [166, -101]]
(U, 7)[0] => [[166, -99], [166, -100]]
(U, 7)[0] => [[166, -98], [166, -99]]
(R, 5)[0] => [[167, -98], [166, -99]]
(R, 5)[0] => [[168, -98], [167, -98]]
(R, 5)[0] => [[169, -98], [168, -98]]
(R, 5)[0] => [[170, -98], [169, -98]]
(R, 5)[0] => [[171, -98], [170, -98]]
(D, 4)[0] => [[171, -99], [170, -98]]
(D, 4)[0] => [[171, -100], [171, -99]]
(D, 4)[0] => [[171, -101], [171, -100]]
(D, 4)[0] => [[171, -102], [171, -101]]
(L, 8)[0] => [[170, -102], [171, -101]]
(L, 8)[0] => [[169, -102], [170, -102]]
(L, 8)[0] => [[168, -102], [169, -102]]
(L, 8)[0] => [[167, -102], [168, -102]]
(L, 8)[0] => [[166, -102], [167, -102]]
(L, 8)[0] => [[165, -102], [166, -102]]
(L, 8)[0] => [[164, -102], [165, -102]]
(L, 8)[0] => [[163, -102], [164, -102]]
(D, 5)[0] => [[163, -103], [164, -102]]
(D, 5)[0] => [[163, -104], [163, -103]]
(D, 5)[0] => [[163, -105], [163, -104]]
(D, 5)[0] => [[163, -106], [163, -105]]
(D, 5)[0] => [[163, -107], [163, -106]]
(U, 6)[0] => [[163, -106], [163, -106]]
(U, 6)[0] => [[163, -105], [163, -106]]
(U, 6)[0] => [[163, -104], [163, -105]]
(U, 6)[0] => [[163, -103], [163, -104]]
(U, 6)[0] => [[163, -102], [163, -103]]
(U, 6)[0] => [[163, -101], [163, -102]]
(L, 1)[0] => [[162, -101], [163, -102]]
(U, 4)[0] => [[162, -100], [162, -101]]
(U, 4)[0] => [[162, -99], [162, -100]]
(U, 4)[0] => [[162, -98], [162, -99]]
(U, 4)[0] => [[162, -97], [162, -98]]
